stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\code\CSI2P1-Final-Project-Template\SourceCode\allegro5.cfg r
display  D   display_settings.c:212  debug_display_settings           [   0.08229] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.08230] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.08231] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.08233] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.08234] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.08235] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.08236] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.08237] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.08238] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.08239] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.08240] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.08242] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.08243] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.08244] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.08245] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.08246] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.08247] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.08249] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.08250] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.08251] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.08252] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.08253] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.08254] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.08255] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.08256] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.08257] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.08258] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.08260] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.08261] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.08262] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.08263] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.08264] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.08265] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.08266] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.08267] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.08269] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.08270] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.08271] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.08272] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.08273] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.08274] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.08275] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.08276] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.08277] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.08278] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.08280] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.08281] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.08282] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.08283] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08284] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08285] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08286] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08287] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08288] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08290] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08291] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08292] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08293] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08294] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08295] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08296] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08298] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08299] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08300] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08301] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08302] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08303] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08304] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08305] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08307] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08308] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08309] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08310] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08311] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08313] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08314] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08315] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08316] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08317] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08318] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08319] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08321] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08322] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08323] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08324] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08325] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08327] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08328] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08329] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08330] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08331] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08333] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08334] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08335] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08336] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08337] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08338] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08339] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08340] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08341] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08343] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08344] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08345] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08346] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08347] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08348] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08349] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08350] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08351] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08353] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08354] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08355] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08356] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08357] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08358] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08359] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08360] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08362] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08363] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08364] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08365] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08366] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08367] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08368] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08370] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08371] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08372] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08373] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08374] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08375] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08376] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08377] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08378] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08380] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08381] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08382] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08383] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08384] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08385] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08386] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08387] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08389] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08390] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08391] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1682 d3d_create_display_internals     [   0.08394] Trying format 0.
d3d      I         d3d_disp.cpp:1358 d3d_display_thread_proc          [   0.08444] Chose a display format: 23
d3d      I         d3d_disp.cpp:1427 d3d_display_thread_proc          [   0.08449] Normal window.
d3d      I         d3d_disp.cpp:791  d3d_create_device                [   0.12329] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:853  d3d_create_device                [   0.17064] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:861  d3d_create_device                [   0.17071] Success
d3d      D         d3d_disp.cpp:1705 d3d_create_display_internals     [   0.17080] Resumed after wait.
d3d      I         d3d_disp.cpp:1738 d3d_create_display_internals     [   0.17093] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1769 d3d_create_display_internals     [   0.17102] Returning d3d_display: 0000000000e8b390
d3d      D         d3d_disp.cpp:1794 d3d_create_display_locked        [   0.17105] al_display=0000000000e8b390
d3d      D         d3d_disp.cpp:1795 d3d_create_display_locked        [   0.17106] al_display->vt=0000000000e8b220
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.17153] PathFindOnPath failed to find d3dx9_43.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.17187] PathFindOnPath failed to find d3dx9_42.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.17213] PathFindOnPath failed to find d3dx9_41.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.17239] PathFindOnPath failed to find d3dx9_40.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.17268] PathFindOnPath failed to find d3dx9_39.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.17294] PathFindOnPath failed to find d3dx9_38.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.17319] PathFindOnPath failed to find d3dx9_37.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.17344] PathFindOnPath failed to find d3dx9_36.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.17366] PathFindOnPath failed to find d3dx9_35.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.17388] PathFindOnPath failed to find d3dx9_34.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.17411] PathFindOnPath failed to find d3dx9_33.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.17433] PathFindOnPath failed to find d3dx9_32.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.17455] PathFindOnPath failed to find d3dx9_31.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.17478] PathFindOnPath failed to find d3dx9_30.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.17499] PathFindOnPath failed to find d3dx9_29.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.17521] PathFindOnPath failed to find d3dx9_28.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.17543] PathFindOnPath failed to find d3dx9_27.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.17565] PathFindOnPath failed to find d3dx9_26.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.17592] PathFindOnPath failed to find d3dx9_25.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.17615] PathFindOnPath failed to find d3dx9_24.dll
d3dx9    E        d3d_d3dx9.cpp:121  _al_load_d3dx9_module            [   0.17617] Failed to load D3DX9 library. Library is not installed.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.17633] opening assets/font/pirulen.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.17663] Font assets/font/pirulen.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.17682]     ascent=12.0, descent=-3.0, height=14.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.17684] added dtor for ttf_font 00000000027a17a0, func 00007fff4eca4c05
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.17687] opening assets/sound/menu.mp3 rb
dtor     D               dtor.c:196  _al_register_destructor          [   0.65782] added dtor for sample 00000000027a17d0, func 00007fff4ecb1a1d
audio-dsound D           dsound.cpp:311  _dsound_allocate_voice           [   0.65794] Allocating voice
audio-dsound D           dsound.cpp:370  _dsound_allocate_voice           [   0.65796] Allocated voice
dtor     D               dtor.c:196  _al_register_destructor          [   0.65798] added dtor for voice 00000000027aa8f0, func 00007fff4ecb5024
dtor     D               dtor.c:196  _al_register_destructor          [   0.65800] added dtor for mixer 00000000027a8f90, func 00007fff4ecb04dc
audio-dsound D           dsound.cpp:466  _dsound_start_voice              [   0.65801] Starting voice
audio-dsound D           dsound.cpp:494  _dsound_start_voice              [   0.65802] CreateSoundBuffer
audio-dsound D           dsound.cpp:502  _dsound_start_voice              [   0.66000] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:508  _dsound_start_voice              [   0.66005] Starting _dsound_update thread
audio-dsound I           dsound.cpp:518  _dsound_start_voice              [   0.66011] Voice started
dtor     D               dtor.c:196  _al_register_destructor          [   0.66013] added dtor for sample_instance 00000000027a94c0, func 00007fff4eca929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.66015] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66016] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66017] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.66019] added dtor for sample_instance 00000000027a95e0, func 00007fff4eca929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.66020] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66021] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66022] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.66024] added dtor for sample_instance 00000000027a9700, func 00007fff4eca929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.66025] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66027] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66028] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.66029] added dtor for sample_instance 00000000027a9b30, func 00007fff4eca929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.66030] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66031] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66032] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.66034] added dtor for sample_instance 00000000027a9260, func 00007fff4eca929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.66042] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66044] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66045] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.66046] added dtor for sample_instance 00000000027a9380, func 00007fff4eca929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.66047] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66048] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66049] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.66050] added dtor for sample_instance 00000000027a9c50, func 00007fff4eca929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.66051] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66052] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66053] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.66054] added dtor for sample_instance 00000000027a9d70, func 00007fff4eca929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.66056] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66057] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66058] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.66060] added dtor for sample_instance 00000000027b6f30, func 00007fff4eca929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.66061] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66062] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66063] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.66064] added dtor for sample_instance 00000000027b7050, func 00007fff4eca929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.66065] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66066] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66067] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.66068] added dtor for sample_instance 00000000027b7170, func 00007fff4eca929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.66070] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66071] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66072] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.66073] added dtor for sample_instance 00000000027b7290, func 00007fff4eca929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.66074] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66075] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66076] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.66077] added dtor for sample_instance 00000000027b7520, func 00007fff4eca929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.66078] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66079] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66080] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.66081] added dtor for sample_instance 00000000027b7760, func 00007fff4eca929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.66084] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66085] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66086] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.66087] added dtor for sample_instance 00000000027b7f40, func 00007fff4eca929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.66088] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66089] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66090] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.66091] added dtor for sample_instance 00000000027b7640, func 00007fff4eca929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.66092] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66093] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66094] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.66095] added dtor for sample_instance 00000000027b7880, func 00007fff4eca929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.66096] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66098] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66099] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.66100] added dtor for sample_instance 00000000027b8060, func 00007fff4eca929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.66105] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66107] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66108] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.66109] added dtor for sample_instance 00000000027b7d00, func 00007fff4eca929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.66110] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66111] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66112] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.66113] added dtor for sample_instance 00000000027b7ac0, func 00007fff4eca929b
